offense,hfa,defense,ppa
Louisiana,1.0,Arkansas State,0.2517020867787
Louisiana,1.0,Arkansas State,-0.9706190383732275
Louisiana,1.0,Arkansas State,0.184964409309442
Arkansas State,-1.0,Louisiana,0.3156269136367459
Arkansas State,-1.0,Louisiana,0.9417265398731604
Arkansas State,-1.0,Louisiana,2.0329444291363874
Arkansas State,-1.0,Louisiana,0.881884677547804
Arkansas State,-1.0,Louisiana,-0.4430395174467048
Louisiana,1.0,Arkansas State,-0.40702717159742274
Louisiana,1.0,Arkansas State,1.5792012263794133
Louisiana,1.0,Arkansas State,-0.8867433222723466
Louisiana,1.0,Arkansas State,0.1018198743557602
Louisiana,1.0,Arkansas State,-0.8951438803979243
Louisiana,1.0,Arkansas State,1.494297383231986
Louisiana,1.0,Arkansas State,0.086001265551813
Louisiana,1.0,Arkansas State,1.2545902721080304
Louisiana,1.0,Arkansas State,-0.6084005148647674
Louisiana,1.0,Arkansas State,-1.0913987975941453
Arkansas State,-1.0,Louisiana,0.07354436962855271
Louisiana,1.0,Arkansas State,0.0820151488011058
Louisiana,1.0,Arkansas State,-0.6288978015735474
Arkansas State,-1.0,Louisiana,-0.1399034934597019
Louisiana,1.0,Arkansas State,-0.6343354265717327
Louisiana,1.0,Arkansas State,-0.1445850941829585
Louisiana,1.0,Arkansas State,-0.585616097616759
Louisiana,1.0,Arkansas State,0.26345993801761836
Louisiana,1.0,Arkansas State,1.7976749129514304
Louisiana,1.0,Arkansas State,-0.9002974178644043
Louisiana,1.0,Arkansas State,0.8432381384610856
Texas State,1.0,Southern Mississippi,-0.6798978682789762
Southern Mississippi,-1.0,Texas State,0.552830483859565
Southern Mississippi,-1.0,Texas State,-0.2512051632983425
Texas State,1.0,Southern Mississippi,-0.5380287086286026
Southern Mississippi,-1.0,Texas State,-0.053229893699541
Southern Mississippi,-1.0,Texas State,-0.1407464039702223
Texas State,1.0,Southern Mississippi,-0.45260367932203766
Texas State,1.0,Southern Mississippi,0.1104483361431646
Southern Mississippi,-1.0,Texas State,-0.5142195293967999
Southern Mississippi,-1.0,Texas State,2.5984414286241497
Texas State,1.0,Southern Mississippi,-0.8024125934510397
Texas State,1.0,Southern Mississippi,-0.8222010336377643
Southern Mississippi,-1.0,Texas State,-0.5787012601628003
Texas State,1.0,Southern Mississippi,-0.16108107873912214
Southern Mississippi,-1.0,Texas State,-0.7519361608312708
